Date,Pair,Interval,Indicator
2020-05-14 15:50:19+00:00,RLCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:50:19+00:00,CHZBTC,5m,Potential Bearish MACD cross
2020-05-14 15:50:19+00:00,ALGOBTC,5m,Potential Bearish MACD cross
2020-05-14 15:45:22+00:00,THETABTC,15m,RSI Oversold
2020-05-14 15:45:22+00:00,ZRXBTC,15m,RSI Oversold
2020-05-14 15:45:22+00:00,BANDBTC,15m,RSI Oversold
2020-05-14 15:45:22+00:00,NEOBTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,NASBTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,KNCBTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,WAVESBTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,IOTABTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,WRXBTC,15m,Stochastics Oversold
2020-05-14 15:45:22+00:00,ARPABTC,15m,Potential Bullish MACD cross
2020-05-14 15:45:22+00:00,XTZBTC,15m,Potential Bullish MACD cross
2020-05-14 15:45:22+00:00,LRCBTC,15m,Potential Bullish MACD cross
2020-05-14 15:45:22+00:00,ARNBTC,15m,Potential Bearish MACD cross
2020-05-14 15:45:22+00:00,EDOBTC,15m,Potential Bearish MACD cross
2020-05-14 15:45:22+00:00,RENBTC,15m,Potential Bearish MACD cross
2020-05-14 15:45:22+00:00,RLCBTC,15m,Potential Bearish MACD cross
2020-05-14 15:45:22+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 15:45:20+00:00,ZRXBTC,5m,RSI Oversold
2020-05-14 15:45:20+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-14 15:45:20+00:00,EDOBTC,5m,Stochastics Oversold
2020-05-14 15:45:20+00:00,BANDBTC,5m,Stochastics Oversold
2020-05-14 15:45:20+00:00,XTZBTC,5m,Potential Bearish MACD cross
2020-05-14 15:45:20+00:00,GXSBTC,5m,Potential Bearish MACD cross
2020-05-14 15:45:20+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-14 15:40:19+00:00,NASBTC,5m,Stochastics Oversold
2020-05-14 15:35:19+00:00,MATICBTC,5m,RSI Oversold
2020-05-14 15:35:19+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-14 15:35:19+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-14 15:35:19+00:00,LRCBTC,5m,Stochastics Oversold
2020-05-14 15:35:19+00:00,WRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:35:19+00:00,ZECBTC,5m,Potential Bearish MACD cross
2020-05-14 15:35:19+00:00,POWRBTC,5m,Potential Bearish MACD cross
2020-05-14 15:30:23+00:00,BATBTC,15m,RSI Oversold
2020-05-14 15:30:23+00:00,LRCBTC,15m,RSI Oversold
2020-05-14 15:30:23+00:00,OGNBTC,15m,Stochastics Oversold
2020-05-14 15:30:23+00:00,EDOBTC,15m,Potential Bearish MACD cross
2020-05-14 15:30:23+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-14 15:30:23+00:00,RENBTC,15m,Potential Bearish MACD cross
2020-05-14 15:30:23+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-14 15:30:23+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 15:30:22+00:00,BATBTC,5m,Stochastics Oversold
2020-05-14 15:30:22+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-14 15:30:22+00:00,WRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:30:22+00:00,ZECBTC,5m,Potential Bearish MACD cross
2020-05-14 15:25:18+00:00,ENGBTC,5m,Stochastics Oversold
2020-05-14 15:25:18+00:00,KNCBTC,5m,Stochastics Oversold
2020-05-14 15:25:18+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-14 15:25:18+00:00,QTUMBTC,5m,Stochastics Oversold
2020-05-14 15:25:18+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-14 15:25:18+00:00,WRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:20:17+00:00,SNTBTC,5m,RSI Oversold
2020-05-14 15:20:17+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-14 15:20:17+00:00,EOSBTC,5m,Stochastics Oversold
2020-05-14 15:20:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-14 15:20:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-14 15:20:17+00:00,WRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:20+00:00,NEOBTC,15m,Stochastics Oversold
2020-05-14 15:15:20+00:00,THETABTC,15m,Stochastics Oversold
2020-05-14 15:15:20+00:00,TNTBTC,15m,Stochastics Oversold
2020-05-14 15:15:20+00:00,ICXBTC,15m,Stochastics Oversold
2020-05-14 15:15:20+00:00,OGNBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:20+00:00,ENGBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:20+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:20+00:00,RLCBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:20+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:20+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 15:15:19+00:00,THETABTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,EOSBTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,TRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,SNTBTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,DATABTC,5m,Potential Bullish MACD cross
2020-05-14 15:15:19+00:00,WRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-14 15:10:18+00:00,ARNBTC,5m,Stochastics Oversold
2020-05-14 15:10:18+00:00,ETHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,THETABTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,EOSBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,TRXBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,SNTBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,XRPBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,BNBBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,WAVESBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,BCHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:10:18+00:00,DATABTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,OGNBTC,5m,Stochastics Oversold
2020-05-14 15:05:17+00:00,ETHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,DASHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,EOSBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,ONTBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,NANOBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,XRPBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,WAVESBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,BCHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,DATABTC,5m,Potential Bullish MACD cross
2020-05-14 15:05:17+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-14 15:00:34+00:00,KNCBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,RENBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,XMRBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,ENJBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,MCOBTC,1h,RSI Bullish Divergence
2020-05-14 15:00:34+00:00,ALGOBTC,1h,Near Horizontal Support
2020-05-14 15:00:34+00:00,THETABTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,LINKBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,RVNBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,EOSBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,ONTBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,ZECBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,ETCBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,AIONBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,SNTBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,XLMBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,WAVESBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,BCHBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,ICXBTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,DATABTC,1h,RSI Oversold
2020-05-14 15:00:34+00:00,ARPABTC,1h,Stochastics Oversold
2020-05-14 15:00:34+00:00,ALGOBTC,1h,Stochastics Oversold
2020-05-14 15:00:34+00:00,POWRBTC,1h,Stochastics Oversold
2020-05-14 15:00:34+00:00,DATABTC,1h,Stochastics Oversold
2020-05-14 15:00:34+00:00,LRCBTC,1h,Stochastics Oversold
2020-05-14 15:00:34+00:00,OGNBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,LINKBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:34+00:00,CHZBTC,1h,Potential Bullish MACD cross
2020-05-14 15:00:23+00:00,AIONBTC,15m,RSI Oversold
2020-05-14 15:00:23+00:00,LRCBTC,15m,RSI Oversold
2020-05-14 15:00:23+00:00,EOSBTC,15m,Stochastics Oversold
2020-05-14 15:00:23+00:00,LTCBTC,15m,Stochastics Oversold
2020-05-14 15:00:23+00:00,BNBBTC,15m,Stochastics Oversold
2020-05-14 15:00:23+00:00,XLMBTC,15m,Stochastics Oversold
2020-05-14 15:00:23+00:00,DATABTC,15m,Stochastics Oversold
2020-05-14 15:00:23+00:00,BTCUSDT,15m,Potential Bullish MACD cross
2020-05-14 15:00:23+00:00,RVNBTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:23+00:00,EDOBTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:23+00:00,KAVABTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:23+00:00,RLCBTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:23+00:00,BANDBTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:23+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 15:00:21+00:00,SNTBTC,5m,Stochastics Oversold
2020-05-14 15:00:21+00:00,DASHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,LINKBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,BATBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,EOSBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,ZECBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,ETCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,XLMBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,BCHBTC,5m,Potential Bullish MACD cross
2020-05-14 15:00:21+00:00,ENJBTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,INSBTC,5m,Stochastics Oversold
2020-05-14 14:55:17+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-14 14:55:17+00:00,MCOBTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,ETCBTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,ENJBTC,5m,Potential Bullish MACD cross
2020-05-14 14:55:17+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-14 14:50:18+00:00,ETHBTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,THETABTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,ADABTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,BNBBTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,RENBTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,WRXBTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,LRCBTC,5m,Stochastics Oversold
2020-05-14 14:50:18+00:00,MCOBTC,5m,Potential Bullish MACD cross
2020-05-14 14:50:18+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-14 14:50:18+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-14 14:50:18+00:00,ENJBTC,5m,Potential Bullish MACD cross
2020-05-14 14:50:18+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,NANOBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,AIONBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,BNBBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,XLMBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,BANDBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:30+00:00,OMGBTC,15m,RSI Bullish Divergence
2020-05-14 14:45:30+00:00,BATBTC,15m,RSI Oversold
2020-05-14 14:45:30+00:00,OMGBTC,15m,RSI Oversold
2020-05-14 14:45:30+00:00,XTZBTC,15m,RSI Oversold
2020-05-14 14:45:30+00:00,WAVESBTC,15m,RSI Oversold
2020-05-14 14:45:30+00:00,ICXBTC,15m,RSI Oversold
2020-05-14 14:45:30+00:00,MCOBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,MATICBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ETHBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,LINKBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,OMGBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ZECBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ADABTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ETCBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,AIONBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,XRPBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ATOMBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,BCHBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ICXBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,QTUMBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,ENJBTC,15m,Stochastics Oversold
2020-05-14 14:45:30+00:00,BTCUSDT,15m,Potential Bullish MACD cross
2020-05-14 14:45:30+00:00,INSBTC,15m,Potential Bearish MACD cross
2020-05-14 14:45:18+00:00,ARPABTC,5m,RSI Bullish Divergence
2020-05-14 14:45:18+00:00,WAVESBTC,5m,RSI Oversold
2020-05-14 14:45:18+00:00,DATABTC,5m,RSI Oversold
2020-05-14 14:45:18+00:00,NEOBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,ENGBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,KNCBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,RLCBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,BANDBTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,DATABTC,5m,Stochastics Oversold
2020-05-14 14:45:18+00:00,ALGOBTC,5m,Potential Bullish MACD cross
2020-05-14 14:45:18+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-14 14:45:18+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-14 14:40:18+00:00,BATBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,EOSBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,ONTBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,ADABTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,ETCBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,XRPBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,ATOMBTC,5m,RSI Oversold
2020-05-14 14:40:18+00:00,LINKBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,TRXBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,XRPBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,QTUMBTC,5m,Stochastics Oversold
2020-05-14 14:40:18+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-14 14:40:18+00:00,ALGOBTC,5m,Potential Bullish MACD cross
2020-05-14 14:40:18+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-14 14:40:18+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-14 14:35:17+00:00,XTZBTC,5m,RSI Oversold
2020-05-14 14:35:17+00:00,WAVESBTC,5m,RSI Oversold
2020-05-14 14:35:17+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-14 14:35:17+00:00,ALGOBTC,5m,Potential Bullish MACD cross
2020-05-14 14:35:17+00:00,RENBTC,5m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,XLMBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,IOTABTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,LENDBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,DATABTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,ENJBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,OMGBTC,15m,RSI Bullish Divergence
2020-05-14 14:30:28+00:00,INSBTC,15m,RSI Oversold
2020-05-14 14:30:28+00:00,SNTBTC,15m,RSI Oversold
2020-05-14 14:30:28+00:00,LRCBTC,15m,RSI Oversold
2020-05-14 14:30:28+00:00,ONTBTC,15m,Stochastics Oversold
2020-05-14 14:30:28+00:00,XTZBTC,15m,Stochastics Oversold
2020-05-14 14:30:28+00:00,WAVESBTC,15m,Stochastics Oversold
2020-05-14 14:30:28+00:00,BTCUSDT,15m,Potential Bullish MACD cross
2020-05-14 14:30:28+00:00,NEOBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,LINKBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,EOSBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,OMGBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,INSBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,ZECBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,ADABTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,TRXBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,AIONBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,XRPBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:28+00:00,ATOMBTC,15m,Potential Bearish MACD cross
2020-05-14 14:30:18+00:00,DASHBTC,5m,RSI Oversold
2020-05-14 14:30:18+00:00,SNTBTC,5m,RSI Oversold
2020-05-14 14:30:18+00:00,LRCBTC,5m,RSI Oversold
2020-05-14 14:30:18+00:00,NASBTC,5m,Stochastics Oversold
2020-05-14 14:30:18+00:00,XTZBTC,5m,Stochastics Oversold
2020-05-14 14:30:18+00:00,TRXBTC,5m,Stochastics Oversold
2020-05-14 14:30:18+00:00,RENBTC,5m,Potential Bearish MACD cross
2020-05-14 14:25:18+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,OMGBTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,SNTBTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,DATABTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,WRXBTC,5m,Stochastics Oversold
2020-05-14 14:25:18+00:00,LRCBTC,5m,Potential Bearish MACD cross
2020-05-14 14:20:17+00:00,ETHBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,DASHBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,OMGBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,INSBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,ZRXBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,XRPBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,BCHBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,QTUMBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,ENJBTC,5m,RSI Oversold
2020-05-14 14:20:17+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-14 14:20:17+00:00,GXSBTC,5m,Stochastics Oversold
2020-05-14 14:20:17+00:00,KNCBTC,5m,Stochastics Oversold
2020-05-14 14:20:17+00:00,POWRBTC,5m,Stochastics Oversold
2020-05-14 14:20:17+00:00,LRCBTC,5m,Stochastics Oversold
2020-05-14 14:15:28+00:00,NANOBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ETCBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,AIONBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,XRPBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,LTCBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ATOMBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,XLMBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,WAVESBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,IOTABTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,BCHBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,LENDBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,BANDBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,WRXBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ENJBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,SNTBTC,15m,RSI Bullish Divergence
2020-05-14 14:15:28+00:00,ICXBTC,15m,RSI Bullish Divergence
2020-05-14 14:15:28+00:00,BATBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,INSBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,GXSBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,ZRXBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,SNTBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,ALGOBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,POWRBTC,15m,Stochastics Oversold
2020-05-14 14:15:28+00:00,BTCUSDT,15m,Potential Bullish MACD cross
2020-05-14 14:15:28+00:00,NEOBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ETHBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,DASHBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,LINKBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,TNTBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,EOSBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,XTZBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ZECBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,ADABTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:28+00:00,TRXBTC,15m,Potential Bearish MACD cross
2020-05-14 14:15:18+00:00,LRCBTC,5m,RSI Bullish Divergence
2020-05-14 14:15:18+00:00,ADABTC,5m,RSI Oversold
2020-05-14 14:15:18+00:00,ALGOBTC,5m,RSI Oversold
2020-05-14 14:15:18+00:00,THETABTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,ONTBTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,NANOBTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,XRPBTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-14 14:15:18+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,BATBTC,5m,RSI Oversold
2020-05-14 14:10:18+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,LINKBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,RVNBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,TRXBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,BNBBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,ENJBTC,5m,Stochastics Oversold
2020-05-14 14:10:18+00:00,XTZBTC,5m,Potential Bullish MACD cross
2020-05-14 14:10:18+00:00,ZRXBTC,5m,Potential Bullish MACD cross
2020-05-14 14:10:18+00:00,SNTBTC,5m,Potential Bullish MACD cross
2020-05-14 14:10:18+00:00,EDOBTC,5m,Potential Bearish MACD cross
2020-05-14 14:05:17+00:00,NEOBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,ETHBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,DASHBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,BATBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,ZECBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,ETCBTC,5m,Stochastics Oversold
2020-05-14 14:05:17+00:00,LTCBTC,5m,Stochastics Oversold
